id,Park Code,Name,Street,Suburb,Easting,Northing,Latitude,Longitude
211,D0581,BILL KEY LOCK PLACE PARK,BLUEJAY ST,INALA,"498,228.24","6,946,794.09",-27.60281824,152.9820455
212,D0861,BILL LAMOND PARK,ANDREW ST,LOTA,"518,433.36","6,961,232.07",-27.47234974,153.1865774
213,D0551,BILL MOORE PARK,MYRA RD,SALISBURY,"502,783.54","6,952,809.11",-27.54851382,153.0281936
214,D0551,BILL MOORE PARK,MYRA RD,SALISBURY,"502,900.43","6,952,831.69",-27.54830978,153.0293775
215,D1195,BILLABONG PLACE PARK,GRAGIN PL,PARKINSON,"503,472.99","6,943,670.61",-27.63101312,153.0352033
216,D3012,BILLARA PLACE PARK,BILLARA PL,BANYO,"508,413.40","6,971,556.19",-27.37924217,153.0850868
217,D0237,BILSTON STREET PARK,WEBSTER RD,STAFFORD,"501,049.29","6,967,703.04",-27.4140543,153.010615
218,D0237,BILSTON STREET PARK,WEBSTER RD,STAFFORD,"501,356.03","6,967,131.82",-27.41817827,153.0132991
219,D0237,BILSTON STREET PARK,WEBSTER RD,STAFFORD,"501,696.80","6,967,285.28",-27.41782516,153.0171661
220,D1266,BIRAN STREET PARK,OLD CLEVELAND RD,COORPAROO,"506,349.98","6,958,965.06",-27.49292643,153.0642848
221,D1526,BIRDWOOD ROAD PARK,BIRDWOOD RD,HOLLAND PK WEST,"505,373.30","6,955,950.04",-27.52015002,153.0544106
222,D1804,BIRDWOOD TERRACE PARK,BIRDWOOD TCE,TOOWONG,"497,535.05","6,961,287.67",-27.47197058,152.9750506
223,D1070,BIRKRIDGE PLACE PARK,BIRKRIDGE PL,THE GAP,"493,420.79","6,965,457.96",-27.43430747,152.9334298
224,D2046,BISHOP STREET (NO 62A),BISHOP ST,KELVIN GROVE,"500,881.65","6,964,598.36",-27.44208355,153.0089214
225,D2045,BISHOP STREET (NO 90),BISHOP ST,KELVIN GROVE,"500,984.61","6,964,709.17",-27.44108308,153.0099631
226,D0982,BISSET PLACE PARK,BISSET PL,MCDOWALL,"499,149.92","6,970,932.54",-27.38489826,152.9914025
227,D1424,BLACKBUTT PLACE PARK,BLACKBUTT PL,BROOKFIELD,"492,796.60","6,957,681.50",-27.50451007,152.9270679
228,D0314,BLACKHEATH ROAD PARK,BLACKHEATH RD,CORINDA,"497,035.08","6,953,148.12",-27.54545291,152.96997
229,D1357,BLACKSELL PARK,PAULINE AVE,CAROLE PARK,"493,739.39","6,946,025.33",-27.60974512,152.9365529
230,D1661,BLACKWOOD STREET PARK,BLACKWOOD ST,MITCHELTON,"497,463.37","6,968,140.32",-27.41010456,152.9743393
231,D1657,BLAIRMOUNT STREET PARK,KILLARNEY PL,PARKINSON,"502,469.01","6,944,020.00",-27.62786111,153.0250259
232,D1533,BLISS STREET PARK (LOT 29),BLISS ST,GAYTHORNE,"497,648.35","6,966,802.21",-27.42218542,152.976208
233,D1534,BLISS STREET PARK (NO.39),BLISS ST,GAYTHORNE,"497,863.03","6,966,766.01",-27.42251261,152.9783799
234,D1337,BLUE GUM PARK,KAKADU CRCT,ZILLMERE,"503,394.99","6,974,541.22",-27.3517484,153.0345315
235,D2022,BLUE RANGE DRIVE PARK,BLUE RANGE DR,ALGESTER,"503,504.74","6,946,802.79",-27.60273637,153.0355159
236,D2615,BLUEGUM RISE PARK,BLUEGUM RISE,ANSTEAD,"486,104.48","6,951,323.47",-27.56185758,152.8592393
237,D2452,BLUNDER CREEK RESERVE,BLUNDER RD,DOOLANDELLA,"498,807.51","6,945,087.34",-27.61822708,152.987914
238,D2021,BLUNDER ROAD PARK (NO 750),BLUNDER RD,DURACK,"499,450.91","6,947,127.88",-27.59980591,152.9944359
239,D2872,BOBLYNN STREET PARK (NO 64),BOBLYNNE ST,CHAPEL HILL,"494,965.57","6,957,733.41",-27.50405123,152.9490282
240,D1367,BOBLYNNE STREET PARK (NO.32),BOBLYNNE ST,CHAPEL HILL,"494,933.40","6,957,561.19",-27.5056059,152.9487018
241,D0895,BOGNOR STREET PARK,BOGNOR ST,TINGALPA,"514,459.61","6,961,870.09",-27.46663781,153.1463487
242,D1756,BOGNOR STREET PARK (NO.75),BOGNOR ST,TINGALPA,"514,406.44","6,961,666.67",-27.46847482,153.145813
243,D1983,BOGONG STREET PARK,TAWONGA ST,HEMMANT,"512,839.71","6,962,845.92",-27.45784433,153.129943
244,D0206,BOLES STREET PARK,OGDEN ST,STAFFORD,"500,246.95","6,968,574.04",-27.40619124,153.0024981
245,D0578,BOLTON STREET PARK,BOLINDA ST,EIGHT MILE PLNS,"509,101.13","6,949,489.20",-27.57845783,153.0922077
246,D0608,BONEMILL ROAD PARK,DAW RD,RUNCORN,"507,407.66","6,948,359.73",-27.5886648,153.0750573
247,D1859,BONROS PLACE PARK,DOYLE PL,THE GAP,"493,303.36","6,963,171.95",-27.45494507,152.9322291
248,D1530,BONYI STREET PARK,MAROONA ST,SUNNYBANK HILLS,"506,147.21","6,947,575.32",-27.59551855,153.0622821
249,D0663,BOOKER PLACE PARK,BIRKIN RD,BELLBOWRIE,"489,395.47","6,951,118.49",-27.56373786,152.892575
250,D1998,BOOLARRA STREET PARK (NO.36),BOOLARRA ST,HEMMANT,"512,070.91","6,964,057.65",-27.44691189,153.1221505
251,D2032,BOOLOUMBA CRESCENT PARK,BOOLOUMBA CRES,FOREST LAKE,"496,648.41","6,943,617.98",-27.63148855,152.9660272
252,D0238,BOONDALL PARK,SANDGATE RD,BOONDALL,"505,639.90","6,976,031.26",-27.33885492,153.0570171
253,D0238,BOONDALL PARK,SANDGATE RD,BOONDALL,"505,742.92","6,976,304.07",-27.33639158,153.0580572
254,D1108,BOONDALL WETLANDS,NUDGEE RD,NUDGEE BEACH,"506,360.95","6,976,291.37",-27.33650351,153.0643052
255,D1108,BOONDALL WETLANDS,NUDGEE RD,NUDGEE BEACH,"507,233.97","6,975,898.29",-27.34004789,153.0731332
256,D1108,BOONDALL WETLANDS,NUDGEE RD,NUDGEE BEACH,"507,932.11","6,975,568.19",-27.34302443,153.0801937
257,D1108,BOONDALL WETLANDS,NUDGEE RD,NUDGEE BEACH,"509,335.22","6,974,647.14",-27.35133113,153.0943862
258,D2174,BOONDALL WETLANDS WESTERN EXTENSION,STANWORTH RD,BOONDALL,"507,529.98","6,974,645.83",-27.35135385,153.0761336
259,D0435,BOORABBIN PICNIC GROUND,MT GRAVATT-CAPALABA RD,WISHART,"511,011.26","6,952,391.99",-27.55042782,153.1118277
260,D0435,BOORABBIN PICNIC GROUND,MT GRAVATT-CAPALABA RD,WISHART,"511,151.98","6,953,108.60",-27.54576702,153.1129523
261,D0876,BOORAL STREET PARK,BONYI ST,SUNNYBANK HILLS,"506,154.22","6,947,512.40",-27.5963206,153.0623613
262,D1036,BOORALA CRESCENT PARK,NARMAR CT,EIGHT MILE PLNS,"509,529.10","6,950,609.00",-27.56834546,153.0965348
263,D0086,BOOROODABIN RECREATION RESERVE,BREAKFAST CREEK RD,NEWSTEAD,"504,217.04","6,964,313.99",-27.44464466,153.0426731
264,D1750,BORAGE PLACE PARK,SHELDUCK PL,CALAMVALE,"504,960.93","6,943,925.12",-27.62871083,153.0502844
265,D1967,BORDEAUX STREET PARK,BORDEAUX ST,EIGHT MILE PLNS,"508,876.75","6,948,732.46",-27.58529099,153.0899399
266,D0830,BORELLA ROAD PARK,BORELLA RD,SUNNYBANK HILLS,"505,336.08","6,947,415.24",-27.59720122,153.0540715
267,D1301,BORONIA PARK,EVERGREEN PL,FOREST LAKE,"495,941.72","6,945,047.55",-27.61858079,152.9588687
268,D1855,BORTHWICK AVENUE PARK,BORTHWICK AVE,MURARRIE,"509,950.19","6,963,079.40",-27.45483768,153.1005948
269,D1926,BORTHWICK AVENUE PARK,BORTHWICK AVE,MURARRIE,"509,933.57","6,963,717.06",-27.45119004,153.10105
270,D0619,BOTTICELLI STREET PARK,FIG TREE POCKET RD,FIG TREE POCKET,"496,828.83","6,953,365.49",-27.54276839,152.9677796
271,D1587,BOTTLEBRUSH PLACE PARK,BOTTLEBRUSH PL,MT GRAVATT EAST,"508,681.33","6,955,707.20",-27.52165447,153.0880726
272,D1856,BOUNDARY ROAD PARK (NO.1111),BOUNDARY RD,WACOL,"493,671.93","6,948,433.70",-27.58800254,152.9358819
273,D2041,BOUNDARY STREET,BOUNDARY ST,BRISBANE,"503,407.66","6,962,334.77",-27.46251528,153.0344884
274,D1477,BOUNDARY STREET PARK (NO.349),GLENFIELD ST,WEST END,"500,995.59","6,959,297.50",-27.4899396,153.0100787
275,D1443,BOUNDARY STREET PARK (NOS148-188),BOUNDARY ST,TINGALPA,"511,993.03","6,961,847.50",-27.46686577,153.1213843
276,D2172,BOURNDA CLOSE PARK,BOURNDA CL,PARKINSON,"502,520.50","6,942,821.06",-27.63868472,153.0255503
277,D0244,BOWDEN PARK,AKAROA AVE,GEEBUNG,"504,969.85","6,972,183.18",-27.37359856,153.0502588
278,D1142,BOWDEN STREET PARK,BOWDEN ST,CARSELDINE,"501,872.82","6,974,489.99",-27.35300624,153.0188254
279,D2167,BOWEN BRIDGE RD PARK EAST,BOWEN BRIDGE RD,BOWEN HILLS,"502,981.41","6,964,323.03",-27.44456628,153.0301695
280,D2025,BOWEN BRIDGE RD PARK WEST,BOWEN BRIDGE RD,HERSTON,"502,891.00","6,964,343.66",-27.4443802,153.0292546
281,D0087,BOWEN PARK,BOWEN BRIDGE RD,BOWEN HILLS,"502,944.98","6,963,857.16",-27.44877229,153.029802
282,D1494,BOWERING STREET PARK (ROAD RESERVE),BOWERING ST,LOTA,"518,702.91","6,961,217.09",-27.47311966,153.1891542
283,D0704,BOWHILL ROAD PARK,BOWHILL RD,WILLAWONG,"499,567.82","6,948,583.00",-27.58666938,152.995621
284,D0105,BOWIE'S FLAT PARK,BOONGALL RD,CAMP HILL,"506,435.91","6,958,813.04",-27.49429842,153.0651555
285,D0178,BOWMAN PARK,SIMPSONS RD,BARDON,"497,740.88","6,962,826.53",-27.45807814,152.9771367
286,D2096,BOXWOOD PLACE PARK,BOXWOOD PL,BALD HILLS,"501,902.33","6,976,291.05",-27.33651984,153.0192314
287,D0449,BOYD PARK,BOYD RD,NUNDAH,"505,645.68","6,969,147.83",-27.40099934,153.0571074
288,D1230,BOYD TERRACE PARK,REES WAY,BROOKFIELD,"491,926.63","6,957,588.08",-27.5053485,152.9182591
289,D2413,BOZZATO PLACE PARK,BOZZATO PL,KENMORE,"493,778.99","6,957,808.18",-27.50337124,152.9370149
290,D0230,BRADBURY PARK,KITCHENER RD,KEDRON,"502,761.43","6,969,685.12",-27.39615751,153.0279313
291,D1274,BRADFORD STREET PARK (NO.21),BRADFORD ST,DARRA,"495,554.83","6,951,644.80",-27.55902063,152.9549719
292,D1275,BRADFORD STREET PARK (NO.5),BRADFORD ST,DARRA,"495,618.43","6,951,635.48",-27.55910503,152.9556161
293,D1604,BRADMAN STREET PARK,MORDEN RD,SUNNYBANK HILLS,"503,853.17","6,948,944.57",-27.58339975,153.03904
294,D0509,BRADSHAW PARK,LAMINGTON AVE,LUTWYCHE,"503,195.48","6,967,100.13",-27.41949409,153.0323284
295,D0509,BRADSHAW PARK,LAMINGTON AVE,LUTWYCHE,"503,242.12","6,967,000.26",-27.42039558,153.0328005
296,D0772,BRADY BUSHLAND PARK,NEMIES RD,RUNCORN,"506,330.68","6,946,223.00",-27.60796035,153.0641562
297,D1251,BRAMPTON STREET PARK,TIMARU CRES,EIGHT MILE PLNS,"509,711.59","6,950,185.41",-27.57216832,153.0983869
298,D0863,BREENE COURT PARK,BREENE CT,CARINDALE,"511,032.30","6,956,980.76",-27.51081057,153.1117048
299,D1546,BREMEN STREET PARK,GLENWOOD PL,HEMMANT,"513,797.86","6,962,736.43",-27.45882338,153.1396411
300,D0962,BRETON STREET PARK,BRETON ST,SUNNYBANK,"504,781.27","6,949,589.13",-27.57757783,153.0484409
301,D1539,BRETT PLACE PARK,AMANDA ST,WYNNUM WEST,"514,301.44","6,963,771.01",-27.44947805,153.1447254
302,D0701,BRIDGE STREET PARK,BRIDGE ST,RED HILL,"500,061.79","6,963,901.11",-27.44782991,153.0007077
303,D1623,BRIDGEMAN PLACE PARK,BRIDGEMAN PL,FOREST LAKE,"497,709.38","6,945,776.53",-27.61200382,152.9767856
304,D2109,BRIDGEWATER PLACE PARK,BROOKSIDE PL,LOTA,"518,092.43","6,961,900.45",-27.46632027,153.1831166
305,D0862,BRIDGNORTH STREET PARK (NO.71),BRIDGNORTH ST,CARINDALE,"510,979.02","6,957,436.59",-27.50669584,153.1111612
306,D1481,BRIER STREET PARK,ROSECLIFFE ST,DUTTON PARK,"502,017.36","6,958,922.10",-27.49332763,153.0204231
307,D0274,BRIGHTON PARK,HORNIBROOK HWY,BRIGHTON,"505,997.67","6,982,267.34",-27.28255296,153.0606033
308,D0373,BRISBANE CORSO PARK,BRISBANE CSO,YERONGA,"501,007.10","6,957,533.29",-27.50586685,153.0101967
309,D0373,BRISBANE CORSO PARK,BRISBANE CSO,YERONGA,"501,628.67","6,957,580.37",-27.50544121,153.0164899
310,D1605,BRISBANE CORSO PARK (NOS.55&59),BRISBANE CSO,FAIRFIELD,"502,215.07","6,957,836.29",-27.50312993,153.0224266
311,D0232,BRISTOL PARK,RODE RD,WAVELL HEIGHTS,"503,585.76","6,969,829.07",-27.39485599,153.0362688
312,D0562,BRITTAIN PARK,TROUGHTON RD,COOPERS PLAINS,"504,646.46","6,950,552.58",-27.56888044,153.0470713
313,D0434,BROADWATER PICNIC GROUND PARK,MANSFIELD PL,MANSFIELD,"511,073.21","6,953,318.78",-27.54387022,153.1121526
314,D0514,BROOK ROAD PARK,TERRACE ST,WOOLOOWIN,"504,010.71","6,968,026.15",-27.4111317,153.040573
315,D0633,BROOK STREET PARK,BROOK ST,EVERTON PARK,"498,769.97","6,968,127.01",-27.41022653,152.9875569
316,D1676,BROOKBENT ROAD PARK,GOODERHAM RD,PALLARA,"501,170.04","6,945,845.50",-27.61138257,153.0118578
317,D0273,BROOKFIELD RECREATION RESERVE,BOSCOMBE RD,BROOKFIELD,"491,390.86","6,959,005.26",-27.49255104,152.9128447
318,D0266,BROOKFIELD ROAD PARK,BROOKFIELD RD,KENMORE,"493,374.57","6,957,538.36",-27.50580528,152.9329189
319,D1973,BROOKLANDS CIRCUIT PARK,BROOKLANDS CRCT,FOREST LAKE,"497,503.96","6,945,894.37",-27.61093965,152.974704
320,D2110,BROOKSIDE PLACE (NO 34) PARK,BROOKSIDE PL,LOTA,"518,247.02","6,962,012.26",-27.46530872,153.1846796
321,D0210,BROULA PARK,DORRIGO ST,STAFFORD HTS,"502,058.20","6,968,819.24",-27.40397601,153.0208197
322,D2572,BROWNE STREET PARK,BROWNE ST,CORINDA,"498,112.40","6,953,864.48",-27.53898765,152.9808827
323,D1962,BROWNLEE STREET PARK,BANCROFT RD,PINKENBA,"513,442.80","6,969,659.99",-27.39694849,153.135629
324,D0831,BRUNA STREET PARK,ELLEN ST,RUNCORN,"506,550.28","6,947,266.87",-27.59853537,153.0663759
325,D1164,BRUNSWICK STREET PARK,BRUNSWICK ST,VALLEY,"503,095.50","6,963,073.08",-27.45585058,153.0313271
326,D2190,BRUSH BOX PLACE PARK,BRUSH BOX PL,HEATHWOOD,"499,358.81","6,943,537.82",-27.63221617,152.9935006
327,D0686,BRUSHBOX PARK,LUMLEY ST,UPR MT GRAVATT,"508,712.40","6,952,302.49",-27.55306242,153.088249
328,D2533,BRUSHWOOD CIRCUIT PARK,BRUSHWOOD CRCT,FOREST LAKE,"495,600.91","6,946,342.09",-27.60689281,152.9554193
329,D2103,BRYDON STREET PARK,BRYDON ST,HIGHGATE HILL,"501,576.73","6,959,425.85",-27.48878035,153.0159616
330,D1961,BUCKINGHAM PLACE PARK,MANCHESTER ST,EIGHT MILE PLNS,"509,526.64","6,949,855.19",-27.57515076,153.0965158
331,D0069,BUCKLEY STREET PARK,CREEK RD,CARINA HEIGHTS,"509,283.09","6,957,179.03",-27.50903372,153.0939921
332,D0069,BUCKLEY STREET PARK,CREEK RD,CARINA HEIGHTS,"509,634.02","6,957,129.37",-27.50947961,153.0975457
333,D2037,BUKULLA STREET PARK,BUKULLA ST,WACOL,"493,848.98","6,948,180.25",-27.59029143,152.9376745
334,D0030,BULIMBA MEMORIAL PARK,OXFORD ST,BULIMBA,"505,652.93","6,963,467.18",-27.45228443,153.0572071
335,D2672,BULIMBA RIVERSIDE PARK,ADDISON AVE,BULIMBA,"505,334.61","6,963,280.52",-27.45397086,153.0539866
336,D1890,BULLOCK DRAY ROAD PARK,BULLOCK DRAY DR,MT CROSBY,"482,398.98","6,955,803.13",-27.52137279,152.8217683
337,D1890,BULLOCK DRAY ROAD PARK,BULLOCK DRAY DR,MT CROSBY,"482,947.40","6,956,017.34",-27.51944593,152.8273248
338,D2972,BULWER PARK,MORETON ST,BULWER,"536,495.95","7,005,522.80",-27.07212554,153.3680801
339,D0956,BUNDABAH DRIVE PARK,BUNDABAH DR,CALAMVALE,"503,805.37","6,945,249.70",-27.61675651,153.0385673
340,D1843,BUNDABAH DRIVE PARK (NO.55),BUNDABAH DR,CALAMVALE,"503,975.42","6,945,489.20",-27.61459391,153.04029
341,D1042,BUNDARA PARK,BALVENIE ST,KEPERRA,"493,985.67","6,967,231.44",-27.41829906,152.9391542
342,D0359,BURANDA PLAYGROUND PARK,SWORD ST,WOOLLOONGABBA,"504,226.91","6,958,858.66",-27.49389527,153.042792
343,D0053,BURN STREET PARK,LONG ST,CAMP HILL,"508,245.68","6,958,674.63",-27.49553826,153.0834781
344,D1620,BURNBY ROAD PARK (NO.99),BURNBY RD,HEMMANT,"513,387.97","6,963,915.65",-27.44818149,153.1354799
345,D0231,BURNIE BRAE PARK,KURAN ST,CHERMSIDE,"503,499.07","6,970,402.04",-27.38968345,153.0353903
346,D1900,BURRUN PARK,COLLEGE RD,KARANA DOWNS,"482,316.71","6,952,728.54",-27.54912862,152.8208903
347,D1457,BURWOOD ROAD PARK,BROOK ST,EVERTON PARK,"498,667.69","6,968,134.06",-27.41016275,152.9865223
348,D0957,BUSHY PARK,MANZILL ST,SUNNYBANK HILLS,"504,570.49","6,948,069.69",-27.59129579,153.0463111
349,D0932,BYRON STREET PARK,BYRON ST,RUNCORN,"506,593.62","6,947,028.47",-27.6006874,153.0668164
350,D0779,C. SLAUGHTER PARK,RANES CT,BRACKEN RIDGE,"503,529.62","6,977,342.17",-27.32702689,153.0356792
351,D0570,C.A.O SULLIVAN PARK,BEAUDESERT RD,ACACIA RIDGE,"502,503.69","6,948,602.26",-27.58649329,153.0253678
352,D0119,C.B.MOTT PARK,ABBOTSLEIGH ST,HOLLAND PARK,"505,863.34","6,956,452.52",-27.51561168,153.0593704
353,D0564,C.J.GREENFIELD COMPLEX PARK,KIMBERLEY ST,RICHLANDS,"496,365.47","6,949,502.29",-27.57836534,152.9631769
354,D0125,C.P.BOTTOMLEY PARK,HALIFAX ST,NORMAN PARK,"506,021.65","6,959,967.27",-27.48388001,153.0609559
355,D0125,C.P.BOTTOMLEY PARK,HALIFAX ST,NORMAN PARK,"506,066.66","6,960,118.80",-27.48251183,153.0614108
356,D0125,C.P.BOTTOMLEY PARK,HALIFAX ST,NORMAN PARK,"506,199.33","6,960,036.73",-27.4832521,153.0627541
357,D0125,C.P.BOTTOMLEY PARK,HALIFAX ST,NORMAN PARK,"506,259.25","6,960,111.82",-27.48257392,153.0633604
358,D0090,C.T.WHITE PARK,BRIGHT ST,KANGAROO POINT,"503,385.08","6,961,532.78",-27.46975575,153.0342621
359,D0961,CADOGAN STREET PARK,MEADOWLANDS RD,CARINDALE,"511,609.19","6,958,430.75",-27.49771538,153.1175321
360,D2072,CALAMVALE DISTRICT PARK,FORMBY ST,CALAMVALE,"503,858.13","6,944,758.52",-27.62119061,153.0391036
361,D0834,CALAMVISTA PARK,PALATINE ST,CALAMVALE,"505,832.50","6,945,216.13",-27.61705232,153.0591124
362,D0320,CALIFORNIA ROAD PARK,OXLEY RD,OXLEY,"497,652.59","6,951,653.38",-27.55894848,152.9762215
363,D1931,CALLIOPE CIRCUIT PARK,CALLIOPE CRCT,MURARRIE,"509,293.78","6,962,204.00",-27.46366846,153.0940618
364,D1761,CAMBRIDGE CRESCENT PARK,ROGHAN RD,FITZGIBBON,"503,962.04","6,975,864.83",-27.33856539,153.0400177
365,D1226,CAMELOT CRESCENT PARK,CAMELOT CRES,MIDDLE PARK,"492,372.10","6,951,700.99",-27.5584992,152.9227322
366,D1532,CAMELOT PLACE PARK,CAMELOT PL,BRIDGEMAN DOWNS,"498,182.23","6,975,542.78",-27.34327549,152.9816224
367,D0171,CAMERON ROCKS RESERVE,KINGSFORD SMITH DR,HAMILTON,"504,781.89","6,964,719.08",-27.44098564,153.0483873
368,D0171,CAMERON ROCKS RESERVE,KINGSFORD SMITH DR,HAMILTON,"505,015.94","6,964,827.74",-27.44000375,153.0507552
369,D0147,CAMOOLA STREET PARK,AVINGTON ST,KEPERRA,"494,483.79","6,968,005.44",-27.41131346,152.9441971
370,D1064,CANNES STREET PARK,CARINGBAH ST,WAKERLEY,"515,955.34","6,960,719.31",-27.47701025,153.1615024
371,D0593,CANNON HILL BUSHLAND RESERVE,CREEK RD,CANNON HILL,"509,983.93","6,961,144.23",-27.4732311,153.1010555
372,D2553,CANOPUS STREET PARK,CANOPUS ST,BRIDGEMAN DOWNS,"499,174.94","6,973,400.58",-27.36261654,152.9916572
373,D0660,CANTERBURY PARK,FEUERRIEGEL RD,BALD HILLS,"500,659.67","6,979,438.56",-27.30810474,153.0066672
374,D0660,CANTERBURY PARK,FEUERRIEGEL RD,BALD HILLS,"500,745.85","6,979,721.96",-27.30554605,153.007538
375,D0602,CAPALABA RECREATION RESERVE,CAMROSE ST,CAPALABA WEST,"518,494.80","6,956,149.57",-27.51823323,153.1872769
376,D0651,CAPITOL DRIVE PARK,NERO CL,JINDALEE,"494,505.73","6,953,693.07",-27.54052531,152.9443542
377,D0075,CAPTAIN BURKE PARK,HOLMAN ST,KANGAROO POINT,"503,453.00","6,962,023.91",-27.46532167,153.0349481
378,D0075,CAPTAIN BURKE PARK,HOLMAN ST,KANGAROO POINT,"503,584.82","6,962,017.40",-27.46538008,153.0362823
379,D1928,CARABBEAN CLOSE PARK,PINEWOOD ST,WYNNUM WEST,"514,542.75","6,963,077.12",-27.4555359,153.1470184
380,D0790,CARAVONICA COURT PARK,CHATEAU ST,CALAMVALE,"505,593.79","6,945,413.17",-27.61527454,153.0566921
381,D2104,CARAWA STREET PARK,CARAWA ST,ST LUCIA,"499,097.82","6,957,829.76",-27.5031904,152.9908658
382,D1652,CARDWELL STREET PARK,LILYDALE PL,FOREST LAKE,"494,717.53","6,945,986.04",-27.60678161,152.9456137
383,D0451,CAREW STREET PARK,CAREW ST,NUNDAH,"505,056.43","6,968,773.74",-27.40437897,153.0511485
384,D0723,CARINDALE REC RESERVE,BEDIVERE ST,CARINDALE,"510,921.02","6,958,407.17",-27.49793395,153.1105651
385,D0806,CARINYA STREET PARK,TATONG ST,INDOOROOPILLY,"496,420.57","6,958,752.86",-27.49485231,152.9637626
386,D2063,CARISBROOK CIRCUIT PARK,CARISBROOK CRCT,FOREST LAKE,"496,379.02","6,944,090.25",-27.62722429,152.9632979
387,D0591,CARMICHAEL PARK,BOUNDARY ST,TINGALPA,"512,365.29","6,961,664.44",-27.46851513,153.1251538
388,D1815,CARNARVON WAY PARK,CARNARVON WAY,MURARRIE,"509,391.49","6,962,392.55",-27.46196551,153.0950492
389,D0406,CARR STREET PARK,KEITH ST,ST LUCIA,"500,864.12","6,958,930.58",-27.49325225,153.0087481
390,D1598,CARWOOLA STREET PARK,CARWOOLA ST,BARDON,"496,973.32","6,962,202.59",-27.4637095,152.9693671
391,D2007,CASCADE DRIVE PARK (NO.20),CASCADE DR,FOREST LAKE,"496,549.95","6,943,953.86",-27.62845607,152.9650301
392,D2008,CASCADE DRIVE PARK (NO.25),CASCADE DR,FOREST LAKE,"496,421.69","6,943,876.18",-27.62915698,152.9637299
393,D1415,CASSANDRA CRESCENT PARK,CASSANDRA CRES,BELMONT,"511,852.97","6,960,412.74",-27.47981996,153.1199807
394,D1658,CASSIA PLACE PARK,BRUSHBOX ST,TAIGUM,"504,726.25","6,976,498.93",-27.33463625,153.0477786
395,D2119,CATALINA CIRCUIT PARK,CATALINA CRCT,FOREST LAKE,"496,545.80","6,944,131.34",-27.6268538,152.9649886
396,D1946,CATALINA PARK,MACQUARIE ST,NEWSTEAD,"504,996.89","6,962,647.72",-27.45968511,153.0505714
397,D1055,CATANIA STREET PARK,CATANIA ST SOUTH,WISHART,"509,884.55","6,953,080.14",-27.54603382,153.1001154
398,D0093,CATHEDRAL SQUARE,ANN ST,BRISBANE,"502,873.65","6,962,229.51",-27.46346688,153.0290839
399,D0683,CAVAY PLAYGROUND PARK,MORDEN RD,SUNNYBANK HILLS,"503,904.89","6,949,158.07",-27.58147217,153.0395633
400,D0012,CAWONGA PARK,LINCOLN ST,OXLEY,"497,614.43","6,952,152.78",-27.5544399,152.975836
401,D0179,CECIL ROAD PARK,CECIL RD,BARDON,"498,302.93","6,962,984.75",-27.45665053,152.9828252
402,D1060,CELICA STREET PARK,CELICA ST,RUNCORN,"507,470.41","6,946,842.52",-27.60236159,153.0757026
403,D0328,CENTENARY HIGHWAY PARK,IPSWICH RD,DARRA,"494,678.14","6,950,119.85",-27.57278456,152.9460846
404,D0254,CENTENARY HIGHWAY PARK (FIG TREE POCKET),FIG TREE POCKET RD,CHAPEL HILL,"495,549.29","6,956,402.92",-27.51606478,152.9549333
405,D0076,CENTENARY PLACE PARK,WICKHAM ST,VALLEY,"503,157.04","6,962,509.93",-27.46093462,153.0319514
406,D1794,CENTENNIAL WAY PARK,CENTENNIAL WAY,FOREST LAKE,"495,710.91","6,943,662.92",-27.63135863,152.9563487
407,D1803,CENTENNIAL WAY PARK (NO.125),CENTENNIAL WAY,FOREST LAKE,"496,218.94","6,943,912.12",-27.62883199,152.9616748
408,D1862,CENTRAL STREET PARK,CENTRAL ST,FOREST LAKE,"496,145.62","6,943,600.77",-27.63164261,152.9609306
409,D1966,CHADWELL STREET PARK,CHADWELL ST,RANSOME,"518,207.63","6,958,057.99",-27.50100813,153.1843403
410,D0747,CHAPROWE ROAD PARK,CHAPROWE RD,THE GAP,"494,566.54","6,964,976.49",-27.43865928,152.9450207
411,D0716,CHARLES FRASER PARK,MANCHESTER ST,EIGHT MILE PLNS,"509,137.73","6,949,890.61",-27.57483365,153.0925754
412,D2056,CHARLOTTE STREET PARK,CHARLOTTE ST,CARINA,"510,627.60","6,959,417.20",-27.48881778,153.1075857
413,D0741,CHATEAU STREET PARK,CHATEAU ST,CARSELDINE,"500,822.78","6,975,185.31",-27.34650375,153.0083185
414,D2067,CHAUVEL PLACE,GONA PDE,KELVIN GROVE,"501,387.36","6,962,999.19",-27.45652047,153.0140405
415,D0301,CHELMER CHILDRENS PLAYGROUND PARK,PARK DR,GRACEVILLE,"498,038.75","6,956,262.64",-27.51733714,152.9801406
416,D0299,CHELMER RECREATION RESERVE,OXLEY RD,CHELMER,"497,510.84","6,956,761.28",-27.51283458,152.9747962
417,D1374,CHELSEA ROAD PARK (NO.258),CHELSEA RD,RANSOME,"517,240.76","6,959,399.04",-27.48891386,153.1745324
418,D1375,CHELSEA ROAD PARK (NO.303),CHELSEA RD,RANSOME,"518,075.51","6,959,138.82",-27.49125223,153.1829866
419,D1872,CHELSEA ROAD PARK (NO.498),CHELSEA RD,RANSOME,"517,970.46","6,960,704.10",-27.47712244,153.1819
420,D1376,CHELSEA ROAD PARK (NOS.399-551),CHELSEA RD,RANSOME,"518,271.76","6,960,088.45",-27.48267651,153.184959
